"ANO_ELEICAO";"SG_UF";"NM_URNA_CANDIDATO";"SG_PARTIDO";"DS_GENERO";"DS_GRAU_INSTRUCAO";"DS_CARGO";"ST_REELEICAO";"NR_IDADE_DATA_POSSE"
2018;"RR";"LUCIANO SOBRAL";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";36
2018;"RS";"JEFERSON CARECA";"PT";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";38
2018;"SP";"MORGANA MICHELETT";"PTB";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";55
2018;"CE";"DR. FORSYTH ";"PROS";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";40
2018;"SP";"NAIRZINHA DO TEMPERO";"MDB";"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"DEPUTADO FEDERAL";"N";53
2018;"AC";"EURICO CORDEIRO ";"PDT";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"DEPUTADO FEDERAL";"N";55
2018;"RO";"CARLOS MILTON MORAIS";"MDB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"2º SUPLENTE";"N";54
2018;"PR";"GERSON GOMES";"PRB";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO FEDERAL";"N";42
2018;"RR";"SARGENTO LUCIANO DIAS";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";42
2018;"RS";"PAULA MÁRCIA";"PPL";"FEMININO";"SUPERIOR INCOMPLETO";"DEPUTADO FEDERAL";"N";56
2018;"SC";"BANHARA";"PSOL";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";49
2018;"SE";"NALVA VIEIRA";"PPL";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";41
2018;"PE";"SALOMAO CLAUDINO";"PRP";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"DEPUTADO ESTADUAL";"N";43
2018;"MA";"KATIA RIBEIRO";"PSTU";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";50
2018;"PR";"ESQUERDINHA";"PMN";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";40
2018;"SP";"WILLIAN GALVÃO";"PATRI";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";35
2018;"RS";"RATO";"PPS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";38
2018;"SP";"MARIA GIOVANA";"PC do B";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";26
2018;"MS";"TATIANO MIGUEL";"PODE";"MASCULINO";"LÊ E ESCREVE";"DEPUTADO ESTADUAL";"N";62
2018;"MG";"NASTA HANNA";"MDB";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";66
2018;"CE";"MONALISA SICILIANA";"PV";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";45
2018;"MG";"ZILDA DIAS";"PRTB";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";49
2018;"SP";"EDNA MACEDO";"PRB";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";70
2018;"RJ";"EDINHO ";"PT";"MASCULINO";"SUPERIOR COMPLETO";"1º SUPLENTE";"N";58
2018;"RR";"PATRICIA PAIXÃO";"PRTB";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";27
2018;"SP";"DENIZE JUNQUEIRA";"SOLIDARIEDADE";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";58
2018;"SP";"LUIZ CLAUDIO MARCOLINO";"PT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";48
2018;"ES";"JUANITA";"PATRI";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";37
2018;"RO";"FATIMA PT";"PT";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"DEPUTADO ESTADUAL";"N";66
2018;"DF";"LUIS FARMA";"PPL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO DISTRITAL";"N";44
2018;"DF";"TATHI NOLETO";"PPS";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO DISTRITAL";"N";40
2018;"PA";"TANIA LIMA";"PROS";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";48
2018;"DF";"MARCOS MORENO";"PROS";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO DISTRITAL";"N";60
2018;"GO";"DR. ANTONIO OTONI";"PSD";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";51
2018;"CE";"EDSON VERIATO";"PSOL";"MASCULINO";"LÊ E ESCREVE";"DEPUTADO FEDERAL";"N";32
2018;"BA";"NILZA DA MATA";"PP";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";73
2018;"PR";"MARCOS ABUJAMRA";"REDE";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";56
2018;"SP";"ROQUE BARBIERE - ROQUINHO";"PTB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"S";66
2018;"AL";"ANTONIO HOLLANDA";"MDB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";71
2018;"SP";"MARLI OGUNLADE BARBOSA";"PMB";"FEMININO";"SUPERIOR INCOMPLETO";"DEPUTADO FEDERAL";"N";52
2018;"PA";"MARTINHO CARMONA";"MDB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"S";62
2018;"GO";"PATRICIA ALENCAR";"PMN";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO ESTADUAL";"N";35
2018;"RJ";"J. FERNANDES";"AVANTE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";47
2018;"SE";"ZÉ LUIZ DA SEGURANÇA";"PSB";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";62
2018;"RJ";"LUCIO DO TRÂNSITO";"PC do B";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";42
2018;"RR";"MELL";"PPL";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";36
2018;"MG";"BRUNA THARINY";"PCB";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";24
2018;"MG";"CLEUZENIR BARBOSA";"PSL";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO ESTADUAL";"N";47
2018;"DF";"PROFESSOR DANIEL ARAÚJO";"PP";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO DISTRITAL";"N";42
2018;"BA";"BERNARDA SANTOS";"PSOL";"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"DEPUTADO FEDERAL";"N";60
2018;"GO";"SOLOM GARCEZ";"PATRI";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";45
2018;"RJ";"PEDRO JORGE";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";64
2018;"SP";"MARCIA CRISTINA MARRETA";"REDE";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";51
2018;"GO";"WAGUINHO";"MDB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"S";46
2018;"SP";"PATRICIA GARCIA";"PODE";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"DEPUTADO ESTADUAL";"N";42
2018;"MG";"FERNANDO BORJA";"AVANTE";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";53
2018;"CE";"GERMANA AMARAL";"PC do B";"FEMININO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";24
2018;"SE";"PROFESSOR ADALBERTO";"PT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";45
2018;"PE";"MAURO";"PT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";48
2018;"BA";"DR ADEMAR RIBEIRO";"PDT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";53
2018;"SP";"RENATO ASSAD";"PSOL";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO FEDERAL";"N";26
2018;"PB";"VALDILENE";"AVANTE";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";50
2018;"MG";"PASTOR DO RAP";"PSC";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO FEDERAL";"N";47
2018;"RO";"RODRIGO CARDOSO";"PSD";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";31
2018;"RJ";"MISSIONARIA NAZARÉ MENDONÇA";"PRP";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";58
2018;"SP";"RAQUEL RESENDE";"PSL";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";52
2018;"RJ";"RICARDO GERANIUS";"DC";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";55
2018;"SP";"KEILA ZIBORDI";"AVANTE";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";41
2018;"PB";"CHIBATA";"PC do B";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";63
2018;"PB";"LEÔNIA FARIAS";"PRB";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";44
2018;"RR";"JACKSON AMIGO DA GENTE";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";44
2018;"GO";"PROFESSORA JOSIENE";"PDT";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";46
2018;"DF";"TIM";"PT";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";52
2018;"RJ";"PROF. ARISTEU";"PSOL";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";61
2018;"MS";"ERIC FOSSATI";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";36
2018;"SP";"ALEXIS";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";51
2018;"DF";"JOÃO SALAS";"PRP";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO DISTRITAL";"N";22
2018;"RJ";"SIDERLEI DIBRUÇO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";56
2018;"SP";"RICARDO IZAR";"PP";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"S";50
2018;"PA";"POLLIANA";"PC do B";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";35
2018;"RJ";"MARCOS TAVARES";"DC";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";48
2018;"AM";"RENATO JUNIOR";"AVANTE";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";31
2018;"MA";"SILVIO ANTONIO";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";49
2018;"SP";"RENATA ALVES";"PATRI";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";45
2018;"DF";"BRUNO CAPELLI";"PMB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO DISTRITAL";"N";39
2018;"SP";"JOSY MOREIRA";"PRP";"FEMININO";"SUPERIOR INCOMPLETO";"DEPUTADO FEDERAL";"N";30
2018;"SE";"VANESSA SILVA";"PSDB";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";41
2018;"MG";"MAX NEVES";"PSC";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO FEDERAL";"N";35
2018;"RO";"SUBTENENTE BERSSANE";"PROS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";53
2018;"MG";"LEANDRA MACHADO";"NOVO";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";55
2018;"PA";"JAIME BRITO";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";46
2018;"MG";"PAULO MARCOS";"SOLIDARIEDADE";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO ESTADUAL";"N";34
2018;"MG";"CLAUDIO DO MUNDO NOVO";"PROS";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";50
2018;"GO";"DR PAULO DAHER";"DEM";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";45
2018;"SP";"AGUSTIN CARBALLO";"PSL";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";40
2018;"RJ";"CHIQUINHO BRAZÃO";"AVANTE";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO FEDERAL";"N";56
2018;"DF";"FABIANO LAGO";"PR";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO DISTRITAL";"N";46
2018;"PI";"DR. LAZÁRO";"PPS";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";44
2018;"AP";"CERTINHO";"PSC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";35
2018;"PB";"VALDIVAN COSTA";"DEM";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";51
2018;"RN";"MARCELO MOURA";"SOLIDARIEDADE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";51
2018;"RJ";"LEONARDO RODRIGUES";"PSL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"2º SUPLENTE";"N";43
2018;"PE";"DR. GATÃO";"AVANTE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";55
2018;"PA";"ELIANA PERDIGÃO";"PRB";"FEMININO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";43
2018;"DF";"FRANCIMAR";"PSC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";44
2018;"RJ";"ROSANGELA CAPELLY";"MDB";"FEMININO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";46
2018;"RJ";"EVARISTO VAVÁ";"DC";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO ESTADUAL";"N";68
2018;"SP";"DR. AIDAN RAVIN";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";57
2018;"MS";"AGUILERA GUARANI";"MDB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";43
2018;"MS";"EVODIO VARGAS";"MDB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";67
2018;"RS";"PIO CERVO";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";73
2018;"MG";"VITOR PORTO";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";27
2018;"BA";"CAIO CHECON";"SOLIDARIEDADE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";50
2018;"PR";"PAULINHO VILELA";"PSL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";41
2018;"RJ";"MARIA APARECIDA TESSARO";"DC";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";53
2018;"AM";"PROF. NONATO BELO";"DEM";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";56
2018;"PI";"FABIO NOVO";"PT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"S";44
2018;"BA";"FRANCIELE ANDRADE";"SOLIDARIEDADE";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";22
2018;"SC";"ODAIR JOSE DE CARVALHO - ODA";"PSD";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO ESTADUAL";"N";45
2018;"AP";"LUIZA DUARTE";"PV";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";66
2018;"TO";"VILELA";"PT";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"DEPUTADO FEDERAL";"N";60
2018;"AM";"ALBERTO SILVA";"PRP";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";56
2018;"PB";"MARCELA KELLY";"REDE";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";37
2018;"CE";"JOÃO DO CALDO DE CANA";"PROS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";69
2018;"MG";"ROBERTO CARVALHO";"PT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";65
2018;"BA";"BETO BATALHA";"PRTB";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";22
2018;"ES";"LOCUTOR SANDRO GOMES";"PRTB";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"DEPUTADO ESTADUAL";"N";42
2018;"SP";"MOBILIZADOR CARLOS DANIEL";"REDE";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"DEPUTADO ESTADUAL";"N";51
2018;"DF";"PROFESSOR ADIMÁRIO TEODORO";"PRB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO DISTRITAL";"N";56
2018;"SP";"LUIZ LAURO FILHO";"PSB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"S";40
2018;"PE";"MIKHAIL ";"PC do B";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";30
2018;"SP";"MICHELLINE TAVARES";"PATRI";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";39
2018;"AM";"XANDE LOUREIRO MUNIZ";"PV";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";36
2018;"RJ";"MARQUINHOS DA TIA MEGUE";"PHS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";55
2018;"PE";"MARIANA NUNES";"PSL";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";34
2018;"AP";"JAIME PEREZ";"PTC";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"S";47
2018;"MG";"TONINHO MATOS";"PRTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";47
2018;"RJ";"TEREZINHA APARECIDA ";"PHS";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";48
2018;"DF";"PEDRO IVO";"PPS";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO DISTRITAL";"N";26
2018;"TO";"TIAGO ANDRINO";"PSB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";38
2018;"MS";"BAIXINHO";"PRB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";58
2018;"RJ";"WILLIAM SIRI";"PSOL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";26
2018;"RO";"VANDERLEI PIVA";"PRP";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";54
2018;"SP";"PROF. STELLA";"PDT";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";27
2018;"RJ";"WILLIAN NEY";"PROS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";40
2018;"RJ";"ANDRE BANDELAK";"PHS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";47
2018;"RJ";"RUBENS REVOLTA";"DEM";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";55
2018;"MG";"PERLA ALCANTARA";"REDE";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"DEPUTADO ESTADUAL";"N";29
2018;"MG";"TATIANE LELIS";"PMN";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";33
2018;"MT";"ZE RODRIGUES";"PRP";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";40
2018;"BA";"DANIEL ALMEIDA";"PC do B";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"S";64
2018;"RJ";"FAÇANHA";"PT";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";57
2018;"RN";"GUTEMBERG DIAS";"PC do B";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";44
2018;"RN";"NETO RAPADURA";"PC do B";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO ESTADUAL";"N";56
2018;"MT";"JOTA DE SÁ";"PROS";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";39
2018;"PI";"ROMUALDO SENO";"DC";"MASCULINO";"SUPERIOR COMPLETO";"GOVERNADOR";"N";51
2018;"PR";"MOISES BATISTA";"PPS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";41
2018;"ES";"EDSON RAMOS";"PSB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";40
2018;"PE";"DRA CYBELE ROA";"PR";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";50
2018;"SP";"PROFESSOR ODAIR";"PATRI";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";34
2018;"PR";"PEDRO LUPION";"DEM";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";35
2018;"PA";"PROF. PEDRO  SUCUPIRA";"AVANTE";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";59
2018;"SC";"MILTON HOBUS";"PSD";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"S";60
2018;"RO";"CIRONE DA TOZZO";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";48
2018;"PA";"CLAUDIA RIBEIRO";"PV";"FEMININO";"SUPERIOR INCOMPLETO";"DEPUTADO FEDERAL";"N";39
2018;"RJ";"KARAO ";"PRB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";70
2018;"PB";"LIVRAMENTO";"MDB";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO ESTADUAL";"N";67
2018;"MG";"WELLINGTON RAMOS";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";54
2018;"MS";"ROBERTO DURÃES";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";60
2018;"MS";"LUCIANA DEPIERI";"MDB";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";46
2018;"MG";"ADENOR SIMÕES";"PSB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";61
2018;"AP";"PAULO ENFERMEIRO";"PV";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";38
2018;"PA";"PAULO ROCHA";"PT";"MASCULINO";"ENSINO MÉDIO COMPLETO";"GOVERNADOR";"N";67
2018;"MG";"GEISA TEIXEIRA";"PT";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"S";59
2018;"GO";"CHICO BALLA";"PP";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";58
2018;"RS";"ZÉ NUNES";"PT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"S";54
2018;"SP";"DAGOSTINO";"REDE";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";62
2018;"SP";"SERGINHO";"PODE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";51
2018;"MA";"DR. JERONIMO";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";46
2018;"SP";"ALESSANDRA FACEX";"PRB";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";42
2018;"SP";"PROFESSOR ALVARO BRUNO";"PV";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";33
2018;"RS";"HAROLDO SANTOS";"PV";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";50
2018;"RS";"GILBERTO BELTRAME";"PPL";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";44
2018;"SP";"TIA ROSA";"PV";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";56
2018;"SP";"GUSTAVO LOPES";"PATRI";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";34
2018;"AC";"EDITH";"MDB";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";59
2018;"RN";"ALEX DO FRANGO";"PMB";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO FEDERAL";"N";37
2018;"SP";"REGINA TOLENTINO";"MDB";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";49
2018;"RO";"RENI GREIN";"PC do B";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO ESTADUAL";"N";52
2018;"PE";"VICENTE ANDRÉ GOMES";"PSC";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";66
2018;"ES";"PROFESSOR NICOLAS TRANCHO";"REDE";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";29
2018;"DF";"PROFESSOR GADELHA";"PDT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";61
2018;"RJ";"ALAN MARQUES";"AVANTE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";40
2018;"RJ";"LUANDA LESSA";"PV";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"DEPUTADO ESTADUAL";"N";33
2018;"PR";"MARCELO TUBARÃO";"PPL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";44
2018;"MS";"ISABEL DUARTE";"PT";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO ESTADUAL";"N";57
